route_id,vdom_id,destination_network,mask_length,route_type,gateway,exit_interface_name,exit_interface_details,last_updated
1,1,169.254.0.64,32,FIB,n/a,havdlink,no info,2025-06-19 12:14:36.311657
2,1,169.254.0.66,32,FIB,n/a,havdlink,no info,2025-06-19 12:14:36.334098
3,1,169.254.0.127,32,FIB,n/a,havdlink,no info,2025-06-19 12:14:36.354839
4,1,192.168.10.0,32,FIB,n/a,mgmt,physical interface is up,2025-06-19 12:14:36.380434
5,1,192.168.10.172,32,FIB,n/a,mgmt,physical interface is up,2025-06-19 12:14:36.409668
6,1,192.168.10.255,32,FIB,n/a,mgmt,physical interface is up,2025-06-19 12:14:36.439458
7,1,169.254.0.64,26,FIB,n/a,havdlink,no info,2025-06-19 12:14:36.47636
8,1,192.168.10.0,24,FIB,n/a,mgmt,physical interface is up,2025-06-19 12:14:36.513854
9,3,10.117.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:36.55812
10,3,10.118.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:36.596572
11,3,10.119.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:36.628094
12,3,10.120.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:36.661736
13,3,10.205.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:36.712545
14,3,10.206.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:36.784463
15,3,10.207.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:36.889622
16,3,10.208.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:37.136945
17,3,10.209.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:37.281034
18,3,10.210.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:37.388849
19,3,10.211.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:37.505144
20,3,10.212.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:37.964806
21,3,10.213.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:38.06636
22,3,10.214.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:38.168063
23,3,10.215.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:38.276051
24,3,10.216.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:38.374342
25,3,10.217.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:38.49977
26,3,10.221.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:38.633366
27,3,10.222.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:38.775641
28,3,10.223.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:38.918678
29,3,10.231.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:39.102274
30,3,10.240.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:39.255711
31,3,10.241.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:39.431773
32,3,10.242.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:39.560874
33,3,10.243.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:39.799801
34,3,10.244.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:39.91247
35,3,10.245.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:40.059222
36,3,10.246.0.0,16,static,213.166.34.211,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:40.237227
37,3,78.141.178.56,29,static,172.16.253.110,mvowifi,vlan interface with ip 172.16.253.105/29 is up,2025-06-19 12:14:40.354928
38,3,78.141.178.64,29,connected,n/a,mvowifi,vlan interface with ip 78.141.178.70/29 is up,2025-06-19 12:14:40.447826
39,3,100.68.143.192,29,connected,n/a,t,vlan interface with ip 100.68.143.193/29 is up,2025-06-19 12:14:40.536549
40,3,100.68.143.200,29,connected,n/a,t,vlan interface with ip 100.68.143.201/29 is up,2025-06-19 12:14:40.616988
41,3,172.16.253.104,29,connected,n/a,mvowifi,vlan interface with ip 172.16.253.105/29 is up,2025-06-19 12:14:40.675806
42,3,213.166.32.184,29,static,172.16.253.110,mvowifi,vlan interface with ip 172.16.253.105/29 is up,2025-06-19 12:14:40.789281
43,3,213.166.32.186,32,BGP,100.68.143.198,t,vlan interface with ip 100.68.143.193/29 is up,2025-06-19 12:14:40.913258
44,3,213.166.34.208,29,connected,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:41.119517
45,3,78.141.178.64,32,FIB,n/a,mvowifi,vlan interface with ip 78.141.178.70/29 is up,2025-06-19 12:14:41.245188
46,3,78.141.178.70,32,FIB,n/a,mvowifi,vlan interface with ip 78.141.178.70/29 is up,2025-06-19 12:14:41.343289
47,3,78.141.178.71,32,FIB,n/a,mvowifi,vlan interface with ip 78.141.178.70/29 is up,2025-06-19 12:14:41.437124
48,3,100.68.143.192,32,FIB,n/a,t,vlan interface with ip 100.68.143.193/29 is up,2025-06-19 12:14:41.478442
49,3,100.68.143.193,32,FIB,n/a,t,vlan interface with ip 100.68.143.193/29 is up,2025-06-19 12:14:41.529442
50,3,100.68.143.199,32,FIB,n/a,t,vlan interface with ip 100.68.143.193/29 is up,2025-06-19 12:14:41.597573
51,3,100.68.143.200,32,FIB,n/a,t,vlan interface with ip 100.68.143.201/29 is up,2025-06-19 12:14:41.697351
52,3,100.68.143.201,32,FIB,n/a,t,vlan interface with ip 100.68.143.201/29 is up,2025-06-19 12:14:41.781168
53,3,100.68.143.207,32,FIB,n/a,t,vlan interface with ip 100.68.143.201/29 is up,2025-06-19 12:14:41.831177
54,3,172.16.253.104,32,FIB,n/a,mvowifi,vlan interface with ip 172.16.253.105/29 is up,2025-06-19 12:14:41.884726
55,3,172.16.253.105,32,FIB,n/a,mvowifi,vlan interface with ip 172.16.253.105/29 is up,2025-06-19 12:14:41.932757
56,3,172.16.253.111,32,FIB,n/a,mvowifi,vlan interface with ip 172.16.253.105/29 is up,2025-06-19 12:14:41.979338
57,3,213.166.34.208,32,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:42.018286
58,3,213.166.34.214,32,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:42.064906
59,3,213.166.34.215,32,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:42.141899
60,3,10.117.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:42.236819
61,3,10.118.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:42.32776
62,3,10.119.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:42.415615
63,3,10.120.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:42.527777
64,3,10.205.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:42.616899
65,3,10.206.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:42.697613
66,3,10.207.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:42.769891
67,3,10.208.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:42.829484
68,3,10.209.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:42.923576
69,3,10.210.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:43.013879
70,3,10.211.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:43.136281
71,3,10.212.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:43.218341
72,3,10.213.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:43.302184
73,3,10.214.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:43.369699
74,3,10.215.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:43.462402
75,3,10.216.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:43.601391
76,3,10.217.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:43.644896
77,3,10.221.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:43.698499
78,3,10.222.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:43.81224
79,3,10.223.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:43.875139
80,3,10.231.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:44.067196
81,3,10.240.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:44.173966
82,3,10.241.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:44.238838
83,3,10.242.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:44.315531
84,3,10.243.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:44.394928
85,3,10.244.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:44.489743
86,3,10.245.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:44.547133
87,3,10.246.0.0,16,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:44.712259
88,3,78.141.178.56,29,FIB,n/a,mvowifi,vlan interface with ip 172.16.253.105/29 is up,2025-06-19 12:14:44.777332
89,3,78.141.178.64,29,FIB,n/a,mvowifi,vlan interface with ip 78.141.178.70/29 is up,2025-06-19 12:14:44.968457
90,3,100.68.143.192,29,FIB,n/a,t,vlan interface with ip 100.68.143.193/29 is up,2025-06-19 12:14:45.055456
91,3,100.68.143.200,29,FIB,n/a,t,vlan interface with ip 100.68.143.201/29 is up,2025-06-19 12:14:45.153212
92,3,172.16.253.104,29,FIB,n/a,mvowifi,vlan interface with ip 172.16.253.105/29 is up,2025-06-19 12:14:45.22783
93,3,213.166.32.184,29,FIB,n/a,mvowifi,vlan interface with ip 172.16.253.105/29 is up,2025-06-19 12:14:45.383866
94,3,213.166.32.186,32,FIB,n/a,t,vlan interface with ip 100.68.143.193/29 is up,2025-06-19 12:14:45.574722
95,3,213.166.34.208,29,FIB,n/a,mvowifi,vlan interface with ip 213.166.34.214/29 is up,2025-06-19 12:14:45.661424
96,4,10.110.181.40,29,static,172.16.253.54,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:14:45.776338
97,4,10.110.189.40,29,static,172.16.253.54,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:14:45.925075
98,4,10.110.197.40,29,static,172.16.253.54,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:14:46.097679
99,4,81.28.66.55,32,static,172.16.253.20,mgrx,vlan interface with ip 172.16.253.17/29 is up,2025-06-19 12:14:46.239751
100,4,81.28.79.64,27,static,172.16.253.20,mgrx,vlan interface with ip 172.16.253.17/29 is up,2025-06-19 12:14:46.504065
101,4,81.28.79.64,29,static,,DTAG,tunnel interface is up,2025-06-19 12:14:46.688499
102,4,81.28.79.69,32,static,172.16.253.20,mgrx,vlan interface with ip 172.16.253.17/29 is up,2025-06-19 12:14:46.785492
103,4,81.28.79.72,29,static,,DTAG,tunnel interface is up,2025-06-19 12:14:46.889252
104,4,81.28.79.77,32,static,172.16.253.20,mgrx,vlan interface with ip 172.16.253.17/29 is up,2025-06-19 12:14:47.037038
105,4,81.28.79.80,29,static,,DTAG,tunnel interface is up,2025-06-19 12:14:47.149343
106,4,81.28.79.85,32,static,172.16.253.20,mgrx,vlan interface with ip 172.16.253.17/29 is up,2025-06-19 12:14:47.230526
107,4,81.28.79.88,29,static,,DTAG,tunnel interface is up,2025-06-19 12:14:47.321861
108,4,81.28.79.93,32,static,172.16.253.20,mgrx,vlan interface with ip 172.16.253.17/29 is up,2025-06-19 12:14:47.486509
109,4,94.102.167.128,26,static,172.16.253.20,mgrx,vlan interface with ip 172.16.253.17/29 is up,2025-06-19 12:14:47.736605
110,4,100.68.38.192,29,connected,n/a,p,vlan interface with ip 100.68.38.193/29 is up,2025-06-19 12:14:47.845767
111,4,100.68.38.200,29,connected,n/a,p,vlan interface with ip 100.68.38.201/29 is up,2025-06-19 12:14:47.922674
112,4,100.68.144.192,29,connected,n/a,t,vlan interface with ip 100.68.144.193/29 is up,2025-06-19 12:14:48.147795
113,4,100.68.144.200,29,connected,n/a,t,vlan interface with ip 100.68.144.201/29 is up,2025-06-19 12:14:48.344143
114,4,107.183.124.0,24,static,172.16.253.2,mgrx,vlan interface with ip 172.16.253.1/29 is up,2025-06-19 12:14:48.437111
115,4,107.183.124.250,32,BGP,100.68.38.197,p,vlan interface with ip 100.68.38.193/29 is up,2025-06-19 12:14:48.59814
116,4,107.183.125.0,24,static,172.16.253.2,mgrx,vlan interface with ip 172.16.253.1/29 is up,2025-06-19 12:14:48.671838
117,4,107.183.125.250,32,BGP,100.68.38.197,p,vlan interface with ip 100.68.38.193/29 is up,2025-06-19 12:14:48.739413
118,4,107.183.126.0,24,static,172.16.253.2,mgrx,vlan interface with ip 172.16.253.1/29 is up,2025-06-19 12:14:48.816671
119,4,107.183.126.0,29,BGP,100.68.144.205,t,vlan interface with ip 100.68.144.201/29 is up,2025-06-19 12:14:48.918136
120,4,107.183.126.32,29,BGP,100.68.144.205,t,vlan interface with ip 100.68.144.201/29 is up,2025-06-19 12:14:48.974525
121,4,107.183.126.224,32,BGP,100.68.144.197,t,vlan interface with ip 100.68.144.193/29 is up,2025-06-19 12:14:49.056837
122,4,107.183.126.225,32,BGP,100.68.144.197,t,vlan interface with ip 100.68.144.193/29 is up,2025-06-19 12:14:49.261678
123,4,107.183.126.226,32,BGP,100.68.144.197,t,vlan interface with ip 100.68.144.193/29 is up,2025-06-19 12:14:49.431784
124,4,107.183.126.227,32,BGP,100.68.144.198,t,vlan interface with ip 100.68.144.193/29 is up,2025-06-19 12:14:49.570371
125,4,107.183.126.228,32,BGP,100.68.144.198,t,vlan interface with ip 100.68.144.193/29 is up,2025-06-19 12:14:49.796273
126,4,107.183.126.248,32,BGP,100.68.144.198,t,vlan interface with ip 100.68.144.193/29 is up,2025-06-19 12:14:49.915777
127,4,107.183.126.249,32,BGP,100.68.144.198,t,vlan interface with ip 100.68.144.193/29 is up,2025-06-19 12:14:50.02061
128,4,107.183.127.0,24,static,172.16.253.2,mgrx,vlan interface with ip 172.16.253.1/29 is up,2025-06-19 12:14:50.269549
129,4,172.16.1.0,29,connected,n/a,npu,physical interface is up,2025-06-19 12:14:50.462776
130,4,172.16.253.0,29,connected,n/a,mgrx,vlan interface with ip 172.16.253.1/29 is up,2025-06-19 12:14:50.706502
131,4,172.16.253.8,29,connected,n/a,mgrx,vlan interface with ip 172.16.253.9/29 is up,2025-06-19 12:14:50.79336
132,4,172.16.253.16,29,connected,n/a,mgrx,vlan interface with ip 172.16.253.17/29 is up,2025-06-19 12:14:50.930677
133,4,172.16.253.48,29,connected,n/a,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:14:51.05031
134,4,195.46.227.64,26,static,172.16.253.2,mgrx,vlan interface with ip 172.16.253.1/29 is up,2025-06-19 12:14:51.311469
135,4,195.46.227.71,32,connected,n/a,mgrx,loopback interface with ip 195.46.227.71/32 is up,2025-06-19 12:14:51.631877
136,4,195.46.227.80,32,static,172.16.1.1,npu,physical interface is up,2025-06-19 12:14:51.976428
137,4,195.46.227.82,32,static,172.16.1.1,npu,physical interface is up,2025-06-19 12:14:52.19176
138,4,195.46.227.109,32,connected,n/a,mgrx,loopback interface with ip 195.46.227.109/32 is up,2025-06-19 12:14:52.396695
139,4,213.166.51.128,26,static,172.16.253.2,mgrx,vlan interface with ip 172.16.253.1/29 is up,2025-06-19 12:14:52.567387
140,4,213.166.51.140,32,static,172.16.253.54,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:14:52.70549
141,4,213.166.51.141,32,static,172.16.253.54,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:14:52.938503
142,4,213.166.51.172,32,static,172.16.253.54,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:14:53.154721
143,4,213.166.51.173,32,static,172.16.253.54,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:14:53.305597
144,4,213.166.51.174,32,static,172.16.253.54,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:14:53.425671
145,4,213.166.51.175,32,static,172.16.253.54,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:14:53.554463
146,4,100.68.38.192,32,FIB,n/a,p,vlan interface with ip 100.68.38.193/29 is up,2025-06-19 12:14:53.676437
147,4,100.68.38.193,32,FIB,n/a,p,vlan interface with ip 100.68.38.193/29 is up,2025-06-19 12:14:53.902488
148,4,100.68.38.199,32,FIB,n/a,p,vlan interface with ip 100.68.38.193/29 is up,2025-06-19 12:14:54.001848
149,4,100.68.38.200,32,FIB,n/a,p,vlan interface with ip 100.68.38.201/29 is up,2025-06-19 12:14:54.123582
150,4,100.68.38.201,32,FIB,n/a,p,vlan interface with ip 100.68.38.201/29 is up,2025-06-19 12:14:54.278781
151,4,100.68.38.207,32,FIB,n/a,p,vlan interface with ip 100.68.38.201/29 is up,2025-06-19 12:14:54.381871
152,4,100.68.144.192,32,FIB,n/a,t,vlan interface with ip 100.68.144.193/29 is up,2025-06-19 12:14:54.452276
153,4,100.68.144.193,32,FIB,n/a,t,vlan interface with ip 100.68.144.193/29 is up,2025-06-19 12:14:54.63297
154,4,100.68.144.199,32,FIB,n/a,t,vlan interface with ip 100.68.144.193/29 is up,2025-06-19 12:14:54.778824
155,4,100.68.144.200,32,FIB,n/a,t,vlan interface with ip 100.68.144.201/29 is up,2025-06-19 12:14:54.879848
156,4,100.68.144.201,32,FIB,n/a,t,vlan interface with ip 100.68.144.201/29 is up,2025-06-19 12:14:55.017075
157,4,100.68.144.207,32,FIB,n/a,t,vlan interface with ip 100.68.144.201/29 is up,2025-06-19 12:14:55.166417
158,4,172.16.1.0,32,FIB,n/a,npu,physical interface is up,2025-06-19 12:14:55.343922
159,4,172.16.1.6,32,FIB,n/a,npu,physical interface is up,2025-06-19 12:14:55.553877
160,4,172.16.1.7,32,FIB,n/a,npu,physical interface is up,2025-06-19 12:14:55.744197
161,4,172.16.253.0,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.1/29 is up,2025-06-19 12:14:55.849799
162,4,172.16.253.1,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.1/29 is up,2025-06-19 12:14:55.971171
163,4,172.16.253.7,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.1/29 is up,2025-06-19 12:14:56.084766
164,4,172.16.253.8,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.9/29 is up,2025-06-19 12:14:56.231647
165,4,172.16.253.9,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.9/29 is up,2025-06-19 12:14:56.335744
166,4,172.16.253.15,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.9/29 is up,2025-06-19 12:14:56.522878
167,4,172.16.253.16,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.17/29 is up,2025-06-19 12:14:56.690979
168,4,172.16.253.17,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.17/29 is up,2025-06-19 12:14:56.824232
169,4,172.16.253.23,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.17/29 is up,2025-06-19 12:14:57.009956
170,4,172.16.253.48,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:14:57.144565
171,4,172.16.253.49,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:14:57.252947
172,4,172.16.253.55,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:14:57.454323
173,4,195.46.227.71,32,FIB,n/a,mgrx,loopback interface with ip 195.46.227.71/32 is up,2025-06-19 12:14:57.576392
174,4,195.46.227.109,32,FIB,n/a,mgrx,loopback interface with ip 195.46.227.109/32 is up,2025-06-19 12:14:57.733149
175,4,10.110.181.40,29,FIB,n/a,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:14:57.853284
176,4,10.110.189.40,29,FIB,n/a,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:14:57.986272
177,4,10.110.197.40,29,FIB,n/a,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:14:58.087743
178,4,81.28.66.55,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.17/29 is up,2025-06-19 12:14:58.167993
179,4,81.28.79.64,29,FIB,n/a,DTAG,tunnel interface is up,2025-06-19 12:14:58.250629
180,4,81.28.79.64,27,FIB,n/a,mgrx,vlan interface with ip 172.16.253.17/29 is up,2025-06-19 12:14:58.413605
181,4,81.28.79.69,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.17/29 is up,2025-06-19 12:14:58.698477
182,4,81.28.79.72,29,FIB,n/a,DTAG,tunnel interface is up,2025-06-19 12:14:58.931053
183,4,81.28.79.77,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.17/29 is up,2025-06-19 12:14:59.341158
184,4,81.28.79.80,29,FIB,n/a,DTAG,tunnel interface is up,2025-06-19 12:14:59.506845
185,4,81.28.79.85,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.17/29 is up,2025-06-19 12:14:59.603312
186,4,81.28.79.88,29,FIB,n/a,DTAG,tunnel interface is up,2025-06-19 12:14:59.808199
187,4,81.28.79.93,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.17/29 is up,2025-06-19 12:14:59.886159
188,4,94.102.167.128,26,FIB,n/a,mgrx,vlan interface with ip 172.16.253.17/29 is up,2025-06-19 12:15:00.014962
189,4,100.68.38.192,29,FIB,n/a,p,vlan interface with ip 100.68.38.193/29 is up,2025-06-19 12:15:00.128662
190,4,100.68.38.200,29,FIB,n/a,p,vlan interface with ip 100.68.38.201/29 is up,2025-06-19 12:15:00.212317
191,4,100.68.144.192,29,FIB,n/a,t,vlan interface with ip 100.68.144.193/29 is up,2025-06-19 12:15:00.356339
192,4,100.68.144.200,29,FIB,n/a,t,vlan interface with ip 100.68.144.201/29 is up,2025-06-19 12:15:00.523044
193,4,107.183.124.0,24,FIB,n/a,mgrx,vlan interface with ip 172.16.253.1/29 is up,2025-06-19 12:15:04.020893
194,4,107.183.124.250,32,FIB,n/a,p,vlan interface with ip 100.68.38.193/29 is up,2025-06-19 12:15:04.268267
195,4,107.183.125.0,24,FIB,n/a,mgrx,vlan interface with ip 172.16.253.1/29 is up,2025-06-19 12:15:04.510874
196,4,107.183.125.250,32,FIB,n/a,p,vlan interface with ip 100.68.38.193/29 is up,2025-06-19 12:15:04.697993
197,4,107.183.126.0,29,FIB,n/a,t,vlan interface with ip 100.68.144.201/29 is up,2025-06-19 12:15:04.945591
198,4,107.183.126.0,24,FIB,n/a,mgrx,vlan interface with ip 172.16.253.1/29 is up,2025-06-19 12:15:05.144495
199,4,107.183.126.32,29,FIB,n/a,t,vlan interface with ip 100.68.144.201/29 is up,2025-06-19 12:15:05.293809
200,4,107.183.126.224,32,FIB,n/a,t,vlan interface with ip 100.68.144.193/29 is up,2025-06-19 12:15:05.495904
201,4,107.183.126.225,32,FIB,n/a,t,vlan interface with ip 100.68.144.193/29 is up,2025-06-19 12:15:05.753697
202,4,107.183.126.226,32,FIB,n/a,t,vlan interface with ip 100.68.144.193/29 is up,2025-06-19 12:15:06.274726
203,4,107.183.126.227,32,FIB,n/a,t,vlan interface with ip 100.68.144.193/29 is up,2025-06-19 12:15:06.520606
204,4,107.183.126.228,32,FIB,n/a,t,vlan interface with ip 100.68.144.193/29 is up,2025-06-19 12:15:06.732003
205,4,107.183.126.248,32,FIB,n/a,t,vlan interface with ip 100.68.144.193/29 is up,2025-06-19 12:15:06.823369
206,4,107.183.126.249,32,FIB,n/a,t,vlan interface with ip 100.68.144.193/29 is up,2025-06-19 12:15:06.910994
207,4,107.183.127.0,24,FIB,n/a,mgrx,vlan interface with ip 172.16.253.1/29 is up,2025-06-19 12:15:07.009228
208,4,172.16.1.0,29,FIB,n/a,npu,physical interface is up,2025-06-19 12:15:07.130962
209,4,172.16.253.0,29,FIB,n/a,mgrx,vlan interface with ip 172.16.253.1/29 is up,2025-06-19 12:15:07.299444
210,4,172.16.253.8,29,FIB,n/a,mgrx,vlan interface with ip 172.16.253.9/29 is up,2025-06-19 12:15:07.37244
211,4,172.16.253.16,29,FIB,n/a,mgrx,vlan interface with ip 172.16.253.17/29 is up,2025-06-19 12:15:07.495148
212,4,172.16.253.48,29,FIB,n/a,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:15:07.63155
213,4,195.46.227.64,26,FIB,n/a,mgrx,vlan interface with ip 172.16.253.1/29 is up,2025-06-19 12:15:07.683963
214,4,195.46.227.80,32,FIB,n/a,npu,physical interface is up,2025-06-19 12:15:07.744464
215,4,195.46.227.82,32,FIB,n/a,npu,physical interface is up,2025-06-19 12:15:07.821011
216,4,213.166.51.128,26,FIB,n/a,mgrx,vlan interface with ip 172.16.253.1/29 is up,2025-06-19 12:15:07.927843
217,4,213.166.51.140,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:15:08.032549
218,4,213.166.51.141,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:15:08.13507
219,4,213.166.51.172,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:15:08.19861
220,4,213.166.51.173,32,FIB,n/a,mgrx,vlan interface with ip 172.16.253.49/29 is up,2025-06-19 12:15:08.243225
