route_id,vdom_id,destination_network,mask_length,route_type,gateway,exit_interface_name,exit_interface_details,last_updated
2671,27,37.157.156.136,29,FIB,n/a,evr,vlan interface with ip 37.157.154.153/29 is up,2025-06-19 12:21:38.282318
2672,27,37.157.156.144,29,FIB,n/a,evr,vlan interface with ip 37.157.156.145/29 is up,2025-06-19 12:21:38.451865
2673,27,37.157.156.152,29,FIB,n/a,evr,vlan interface with ip 37.157.156.145/29 is up,2025-06-19 12:21:38.780726
2674,27,37.157.156.160,29,FIB,n/a,evr,vlan interface with ip 37.157.154.153/29 is up,2025-06-19 12:21:38.906196
2675,27,37.157.156.168,29,FIB,n/a,evr,vlan interface with ip 37.157.156.169/29 is up,2025-06-19 12:21:39.051645
2676,27,37.157.156.200,29,FIB,n/a,evr,vlan interface with ip 37.157.156.201/29 is up,2025-06-19 12:21:39.107967
2677,27,37.157.156.208,29,FIB,n/a,evr,vlan interface with ip 78.141.187.113/29 is up,2025-06-19 12:21:39.193823
2678,27,37.157.156.224,29,FIB,n/a,evr,vlan interface with ip 37.157.155.201/29 is up,2025-06-19 12:21:39.298534
2679,27,37.157.157.16,28,FIB,n/a,evr,vlan interface with ip 37.157.155.201/29 is up,2025-06-19 12:21:39.390293
2680,27,78.141.186.128,30,FIB,n/a,evr,vlan interface with ip 78.141.186.130/30 is up,2025-06-19 12:21:39.530875
2681,27,78.141.186.132,30,FIB,n/a,evr,vlan interface with ip 78.141.186.134/30 is up,2025-06-19 12:21:39.623419
2682,27,78.141.187.0,29,FIB,n/a,evr,vlan interface with ip 78.141.187.1/29 is up,2025-06-19 12:21:39.809568
2683,27,78.141.187.8,29,FIB,n/a,evr,vlan interface with ip 78.141.187.9/29 is up,2025-06-19 12:21:39.892873
2684,27,78.141.187.32,28,FIB,n/a,evr,vlan interface with ip 78.141.187.33/28 is up,2025-06-19 12:21:40.176829
2685,27,78.141.187.64,29,FIB,n/a,evr,vlan interface with ip 78.141.187.65/29 is up,2025-06-19 12:21:40.327302
2686,27,78.141.187.72,29,FIB,n/a,evr,vlan interface with ip 78.141.187.73/29 is up,2025-06-19 12:21:40.477566
2687,27,78.141.187.80,29,FIB,n/a,evr,vlan interface with ip 78.141.187.81/29 is up,2025-06-19 12:21:40.620395
2688,27,78.141.187.104,30,FIB,n/a,evr,vlan interface with ip 78.141.187.105/30 is up,2025-06-19 12:21:40.739773
2689,27,78.141.187.112,29,FIB,n/a,evr,vlan interface with ip 78.141.187.113/29 is up,2025-06-19 12:21:40.863544
2690,27,78.141.187.136,29,FIB,n/a,evr,vlan interface with ip 78.141.187.137/29 is up,2025-06-19 12:21:40.976429
2691,27,78.141.187.144,28,FIB,n/a,evr,vlan interface with ip 78.141.187.145/28 is up,2025-06-19 12:21:41.312777
2692,27,78.141.187.200,29,FIB,n/a,evr,vlan interface with ip 78.141.187.145/28 is up,2025-06-19 12:21:41.566318
2693,27,78.141.187.224,27,FIB,n/a,evr,vlan interface with ip 78.141.187.225/27 is up,2025-06-19 12:21:45.071268
2694,27,192.168.80.0,21,FIB,n/a,evr,vlan interface with ip 78.141.186.130/30 is up,2025-06-19 12:21:45.155147
2695,27,194.154.192.0,26,FIB,n/a,evr,vlan interface with ip 78.141.187.225/27 is up,2025-06-19 12:21:45.259754
2696,27,194.154.192.64,27,FIB,n/a,evr,vlan interface with ip 78.141.187.225/27 is up,2025-06-19 12:21:45.316708
2697,27,194.154.192.106,32,FIB,n/a,evr,vlan interface with ip 78.141.187.225/27 is up,2025-06-19 12:21:45.602288
2698,27,195.46.240.68,32,FIB,n/a,evr,vlan interface with ip 78.141.187.81/29 is up,2025-06-19 12:21:45.838371
2699,27,195.46.240.91,32,FIB,n/a,evr,vlan interface with ip 78.141.187.81/29 is up,2025-06-19 12:21:45.961297
2700,27,195.46.240.92,32,FIB,n/a,evr,vlan interface with ip 78.141.187.81/29 is up,2025-06-19 12:21:46.044034
2701,27,195.46.240.205,32,FIB,n/a,evr,vlan interface with ip 78.141.187.65/29 is up,2025-06-19 12:21:46.11537
2702,27,195.46.240.240,28,FIB,n/a,evr,vlan interface with ip 78.141.187.225/27 is up,2025-06-19 12:21:46.230987
2703,27,195.46.252.0,25,FIB,n/a,evr,vlan interface with ip 78.141.187.225/27 is up,2025-06-19 12:21:46.511908
2704,27,195.46.252.12,32,FIB,n/a,evr,vlan interface with ip 37.157.155.1/26 is up,2025-06-19 12:21:46.667368
2705,27,195.46.252.53,32,FIB,n/a,evr,vlan interface with ip 37.157.155.1/26 is up,2025-06-19 12:21:46.778619
2706,27,195.46.252.128,25,FIB,n/a,evr,vlan interface with ip 78.141.187.225/27 is up,2025-06-19 12:21:46.856435
2707,28,1.1.1.0,29,connected,n/a,evrit,vlan interface with ip 1.1.1.1/29 is up,2025-06-19 12:21:46.932824
2708,28,1.1.1.8,29,connected,n/a,evrit,vlan interface with ip 1.1.1.9/29 is up,2025-06-19 12:21:46.975737
2709,28,1.1.1.16,29,connected,n/a,evrit,vlan interface with ip 1.1.1.17/29 is up,2025-06-19 12:21:47.053228
2710,28,10.0.0.0,8,static,10.74.0.254,evrit,vlan interface with ip 10.74.0.1/24 is up,2025-06-19 12:21:47.154092
2711,28,10.12.32.0,19,static,1.1.1.18,evrit,vlan interface with ip 1.1.1.17/29 is up,2025-06-19 12:21:47.311427
2712,28,10.74.0.0,24,connected,n/a,evrit,vlan interface with ip 10.74.0.1/24 is up,2025-06-19 12:21:47.450396
2713,28,10.74.10.0,24,static,1.1.1.2,evrit,vlan interface with ip 1.1.1.1/29 is up,2025-06-19 12:21:47.682179
2714,28,172.27.0.0,24,static,10.74.0.254,evrit,vlan interface with ip 10.74.0.1/24 is up,2025-06-19 12:21:47.80747
2715,28,192.168.21.0,24,static,1.1.1.10,evrit,vlan interface with ip 1.1.1.9/29 is up,2025-06-19 12:21:47.935084
2716,28,192.168.44.0,24,static,1.1.1.10,evrit,vlan interface with ip 1.1.1.9/29 is up,2025-06-19 12:21:48.116872
2717,28,192.168.58.0,24,static,1.1.1.10,evrit,vlan interface with ip 1.1.1.9/29 is up,2025-06-19 12:21:48.246486
2718,28,192.168.101.0,28,static,1.1.1.10,evrit,vlan interface with ip 1.1.1.9/29 is up,2025-06-19 12:21:48.544683
2719,28,192.168.128.0,18,static,1.1.1.10,evrit,vlan interface with ip 1.1.1.9/29 is up,2025-06-19 12:21:48.654349
2720,28,192.168.201.0,24,static,1.1.1.2,evrit,vlan interface with ip 1.1.1.1/29 is up,2025-06-19 12:21:48.735808
2721,28,1.1.1.0,32,FIB,n/a,evrit,vlan interface with ip 1.1.1.1/29 is up,2025-06-19 12:21:48.820482
2722,28,1.1.1.1,32,FIB,n/a,evrit,vlan interface with ip 1.1.1.1/29 is up,2025-06-19 12:21:49.016198
2723,28,1.1.1.7,32,FIB,n/a,evrit,vlan interface with ip 1.1.1.1/29 is up,2025-06-19 12:21:49.224543
2724,28,1.1.1.8,32,FIB,n/a,evrit,vlan interface with ip 1.1.1.9/29 is up,2025-06-19 12:21:49.602911
2725,28,1.1.1.9,32,FIB,n/a,evrit,vlan interface with ip 1.1.1.9/29 is up,2025-06-19 12:21:49.886484
2726,28,1.1.1.15,32,FIB,n/a,evrit,vlan interface with ip 1.1.1.9/29 is up,2025-06-19 12:21:50.025298
2727,28,1.1.1.16,32,FIB,n/a,evrit,vlan interface with ip 1.1.1.17/29 is up,2025-06-19 12:21:50.31483
2728,28,1.1.1.17,32,FIB,n/a,evrit,vlan interface with ip 1.1.1.17/29 is up,2025-06-19 12:21:50.458491
2729,28,1.1.1.23,32,FIB,n/a,evrit,vlan interface with ip 1.1.1.17/29 is up,2025-06-19 12:21:50.645815
2730,28,10.74.0.0,32,FIB,n/a,evrit,vlan interface with ip 10.74.0.1/24 is up,2025-06-19 12:21:50.753911
2731,28,10.74.0.1,32,FIB,n/a,evrit,vlan interface with ip 10.74.0.1/24 is up,2025-06-19 12:21:50.898302
2732,28,10.74.0.255,32,FIB,n/a,evrit,vlan interface with ip 10.74.0.1/24 is up,2025-06-19 12:21:51.212271
2733,28,1.1.1.0,29,FIB,n/a,evrit,vlan interface with ip 1.1.1.1/29 is up,2025-06-19 12:21:51.328648
2734,28,1.1.1.8,29,FIB,n/a,evrit,vlan interface with ip 1.1.1.9/29 is up,2025-06-19 12:21:51.433506
2735,28,1.1.1.16,29,FIB,n/a,evrit,vlan interface with ip 1.1.1.17/29 is up,2025-06-19 12:21:51.497116
2736,28,10.0.0.0,8,FIB,n/a,evrit,vlan interface with ip 10.74.0.1/24 is up,2025-06-19 12:21:51.595585
2737,28,10.12.32.0,19,FIB,n/a,evrit,vlan interface with ip 1.1.1.17/29 is up,2025-06-19 12:21:51.666567
2738,28,10.74.0.0,24,FIB,n/a,evrit,vlan interface with ip 10.74.0.1/24 is up,2025-06-19 12:21:51.773574
2739,28,10.74.10.0,24,FIB,n/a,evrit,vlan interface with ip 1.1.1.1/29 is up,2025-06-19 12:21:51.807803
2740,28,172.27.0.0,24,FIB,n/a,evrit,vlan interface with ip 10.74.0.1/24 is up,2025-06-19 12:21:51.873212
2741,28,192.168.21.0,24,FIB,n/a,evrit,vlan interface with ip 1.1.1.9/29 is up,2025-06-19 12:21:52.085172
2742,28,192.168.44.0,24,FIB,n/a,evrit,vlan interface with ip 1.1.1.9/29 is up,2025-06-19 12:21:52.140254
2743,28,192.168.58.0,24,FIB,n/a,evrit,vlan interface with ip 1.1.1.9/29 is up,2025-06-19 12:21:52.196922
2744,28,192.168.101.0,28,FIB,n/a,evrit,vlan interface with ip 1.1.1.9/29 is up,2025-06-19 12:21:52.235637
2745,28,192.168.128.0,18,FIB,n/a,evrit,vlan interface with ip 1.1.1.9/29 is up,2025-06-19 12:21:52.298373
2746,28,192.168.201.0,24,FIB,n/a,evrit,vlan interface with ip 1.1.1.1/29 is up,2025-06-19 12:21:52.359174
2747,29,10.0.0.0,24,static,,ssl,tunnel interface is up,2025-06-19 12:21:52.415158
2748,29,10.194.0.0,16,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:52.492935
2749,29,62.40.0.0,19,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:52.650288
2750,29,78.141.187.64,29,connected,n/a,evr,vlan interface with ip 78.141.187.70/29 is up,2025-06-19 12:21:52.712471
2751,29,87.254.122.96,28,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:52.781171
2752,29,172.16.3.0,29,connected,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:52.8755
2753,29,192.168.1.0,24,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:52.957458
2754,29,192.168.2.0,24,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:53.042604
2755,29,192.168.8.0,24,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:53.142612
2756,29,192.168.20.0,24,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:53.308568
2757,29,192.168.96.0,20,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:53.362712
2758,29,192.168.102.0,24,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:53.476132
2759,29,192.168.103.0,24,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:53.61862
2760,29,192.168.132.0,24,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:53.776748
2761,29,192.168.144.0,20,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:53.921117
2762,29,192.168.201.0,24,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:54.024077
2763,29,192.168.202.0,24,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:54.195486
2764,29,192.168.204.0,24,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:54.27243
2765,29,192.168.205.0,24,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:54.359589
2766,29,192.168.206.0,24,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:54.424421
2767,29,192.168.207.0,24,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:54.492934
2768,29,192.168.208.0,24,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:54.563793
2769,29,192.168.220.0,24,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:54.643515
2770,29,192.168.231.0,24,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:54.751822
2771,29,192.168.232.0,24,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:54.835599
2772,29,192.168.233.0,24,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:55.035022
2773,29,192.168.255.2,32,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:55.138901
2774,29,195.135.128.0,18,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:55.253737
2775,29,195.227.0.0,16,static,172.16.3.6,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:55.380972
2776,29,213.166.34.32,29,connected,n/a,faav,vlan interface with ip 213.166.34.38/29 is up,2025-06-19 12:21:55.543024
2777,29,78.141.187.64,32,FIB,n/a,evr,vlan interface with ip 78.141.187.70/29 is up,2025-06-19 12:21:55.660292
2778,29,78.141.187.70,32,FIB,n/a,evr,vlan interface with ip 78.141.187.70/29 is up,2025-06-19 12:21:55.821077
2779,29,78.141.187.71,32,FIB,n/a,evr,vlan interface with ip 78.141.187.70/29 is up,2025-06-19 12:21:55.922652
2780,29,172.16.3.0,32,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:56.028619
2781,29,172.16.3.1,32,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:56.110003
2782,29,172.16.3.7,32,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:56.170053
2783,29,213.166.34.32,32,FIB,n/a,faav,vlan interface with ip 213.166.34.38/29 is up,2025-06-19 12:21:56.236946
2784,29,213.166.34.38,32,FIB,n/a,faav,vlan interface with ip 213.166.34.38/29 is up,2025-06-19 12:21:56.278499
2785,29,213.166.34.39,32,FIB,n/a,faav,vlan interface with ip 213.166.34.38/29 is up,2025-06-19 12:21:56.365988
2786,29,10.0.0.0,24,FIB,n/a,ssl,tunnel interface is up,2025-06-19 12:21:56.551641
2787,29,10.0.0.1,32,FIB,n/a,ssl,tunnel interface is up,2025-06-19 12:21:56.649642
2788,29,10.0.0.2,31,FIB,n/a,ssl,tunnel interface is up,2025-06-19 12:21:56.729005
2789,29,10.0.0.4,30,FIB,n/a,ssl,tunnel interface is up,2025-06-19 12:21:56.941774
2790,29,10.0.0.8,31,FIB,n/a,ssl,tunnel interface is up,2025-06-19 12:21:57.074821
2791,29,10.0.0.10,32,FIB,n/a,ssl,tunnel interface is up,2025-06-19 12:21:57.126552
2792,29,10.0.0.11,32,FIB,n/a,ssl,tunnel interface is up,2025-06-19 12:21:57.212712
2793,29,10.0.0.12,30,FIB,n/a,ssl,tunnel interface is up,2025-06-19 12:21:57.290123
2794,29,10.0.0.16,30,FIB,n/a,ssl,tunnel interface is up,2025-06-19 12:21:57.358266
2795,29,10.0.0.20,32,FIB,n/a,ssl,tunnel interface is up,2025-06-19 12:21:57.451325
2796,29,10.0.0.21,32,FIB,n/a,ssl,tunnel interface is up,2025-06-19 12:21:57.616925
2797,29,10.0.0.22,31,FIB,n/a,ssl,tunnel interface is up,2025-06-19 12:21:57.822717
2798,29,10.0.0.24,30,FIB,n/a,ssl,tunnel interface is up,2025-06-19 12:21:58.200899
2799,29,10.0.0.28,31,FIB,n/a,ssl,tunnel interface is up,2025-06-19 12:21:58.480078
2800,29,10.0.0.30,32,FIB,n/a,ssl,tunnel interface is up,2025-06-19 12:21:58.598803
2801,29,10.194.0.0,16,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:58.735851
2802,29,62.40.0.0,19,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:58.878197
2803,29,78.141.187.64,29,FIB,n/a,evr,vlan interface with ip 78.141.187.70/29 is up,2025-06-19 12:21:58.966082
2804,29,87.254.122.96,28,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:59.117997
2805,29,172.16.3.0,29,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:59.168627
2806,29,192.168.1.0,24,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:59.216317
2807,29,192.168.2.0,24,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:59.401127
2808,29,192.168.8.0,24,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:59.450655
2809,29,192.168.20.0,24,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:59.554549
2810,29,192.168.96.0,20,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:59.666576
2811,29,192.168.102.0,24,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:59.769189
2812,29,192.168.103.0,24,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:21:59.981673
2813,29,192.168.132.0,24,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:22:00.24745
2814,29,192.168.144.0,20,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:22:00.404702
2815,29,192.168.201.0,24,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:22:00.483523
2816,29,192.168.202.0,24,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:22:00.648331
2817,29,192.168.204.0,24,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:22:00.940874
2818,29,192.168.205.0,24,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:22:01.242441
2819,29,192.168.206.0,24,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:22:01.456707
2820,29,192.168.207.0,24,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:22:01.987329
2821,29,192.168.208.0,24,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:22:02.161774
2822,29,192.168.220.0,24,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:22:02.437941
2823,29,192.168.231.0,24,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:22:02.530172
2824,29,192.168.232.0,24,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:22:02.752583
2825,29,192.168.233.0,24,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:22:02.973661
2826,29,192.168.255.2,32,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:22:03.190861
2827,29,195.135.128.0,18,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:22:03.596845
2828,29,195.227.0.0,16,FIB,n/a,faav,vlan interface with ip 172.16.3.1/29 is up,2025-06-19 12:22:03.896737
2829,29,213.166.34.32,29,FIB,n/a,faav,vlan interface with ip 213.166.34.38/29 is up,2025-06-19 12:22:04.256528
2830,30,10.20.2.0,24,static,172.40.1.114,fil,vlan interface with ip 172.40.1.113/28 is up,2025-06-19 12:22:04.562109
2831,30,10.115.1.55,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:04.740895
2832,30,10.115.1.57,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:04.95426
2833,30,172.20.21.5,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:05.219031
2834,30,172.27.13.0,24,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:05.336273
2835,30,172.27.15.101,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:05.651626
2836,30,172.27.24.22,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:05.787712
2837,30,172.28.2.13,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:05.966299
2838,30,172.28.32.16,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:06.108148
2839,30,172.29.245.1,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:06.201671
2840,30,172.30.1.80,28,connected,n/a,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:06.276834
2841,30,172.40.1.80,28,connected,n/a,fil,vlan interface with ip 172.40.1.81/28 is up,2025-06-19 12:22:06.323146
2842,30,172.40.1.96,28,connected,n/a,fil,vlan interface with ip 172.40.1.97/28 is up,2025-06-19 12:22:06.370053
2843,30,172.40.1.112,28,connected,n/a,fil,vlan interface with ip 172.40.1.113/28 is up,2025-06-19 12:22:06.415222
2844,30,172.40.1.128,27,connected,n/a,fil,vlan interface with ip 172.40.1.129/27 is up,2025-06-19 12:22:06.505557
2845,30,185.9.247.16,28,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:06.614107
2846,30,192.168.12.245,32,static,172.40.1.114,fil,vlan interface with ip 172.40.1.113/28 is up,2025-06-19 12:22:06.691114
2847,30,192.168.18.0,24,connected,n/a,fil,vlan interface with ip 192.168.18.251/24 is up,2025-06-19 12:22:06.766244
2848,30,192.168.19.0,24,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:06.863575
2849,30,192.168.20.53,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:06.955776
2850,30,192.168.20.60,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:07.091404
2851,30,192.168.20.114,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:07.240072
2852,30,192.168.22.100,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:07.398747
2853,30,192.168.22.102,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:07.55733
2854,30,192.168.99.0,28,connected,n/a,fil,vlan interface with ip 192.168.99.1/28 is up,2025-06-19 12:22:07.680351
2855,30,192.168.100.102,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:07.84561
2856,30,192.168.114.46,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:08.066084
2857,30,192.168.115.0,24,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:08.19281
2858,30,192.168.160.0,24,static,172.40.1.114,fil,vlan interface with ip 172.40.1.113/28 is up,2025-06-19 12:22:08.363898
2859,30,192.168.163.0,24,static,172.40.1.114,fil,vlan interface with ip 172.40.1.113/28 is up,2025-06-19 12:22:08.466534
2860,30,192.168.238.0,24,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:08.543686
2861,30,192.168.253.129,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:08.715533
2862,30,192.168.253.146,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:08.864481
2863,30,199.100.0.142,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:08.991976
2864,30,213.166.38.97,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:09.104281
2865,30,213.166.38.99,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:09.26824
2866,30,213.166.38.100,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:09.377661
2867,30,213.166.38.101,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:09.491839
2868,30,213.166.61.14,32,static,172.30.1.81,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:09.601737
2869,30,172.30.1.80,32,FIB,n/a,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:09.670479
2870,30,172.30.1.94,32,FIB,n/a,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:09.742623
2871,30,172.30.1.95,32,FIB,n/a,fil,vlan interface with ip 172.30.1.94/28 is up,2025-06-19 12:22:09.82712
2872,30,172.40.1.80,32,FIB,n/a,fil,vlan interface with ip 172.40.1.81/28 is up,2025-06-19 12:22:09.905034
2873,30,172.40.1.81,32,FIB,n/a,fil,vlan interface with ip 172.40.1.81/28 is up,2025-06-19 12:22:10.066955
2874,30,172.40.1.95,32,FIB,n/a,fil,vlan interface with ip 172.40.1.81/28 is up,2025-06-19 12:22:10.149436
2875,30,172.40.1.96,32,FIB,n/a,fil,vlan interface with ip 172.40.1.97/28 is up,2025-06-19 12:22:10.230386
2876,30,172.40.1.97,32,FIB,n/a,fil,vlan interface with ip 172.40.1.97/28 is up,2025-06-19 12:22:10.387202
2877,30,172.40.1.111,32,FIB,n/a,fil,vlan interface with ip 172.40.1.97/28 is up,2025-06-19 12:22:10.45679
2878,30,172.40.1.112,32,FIB,n/a,fil,vlan interface with ip 172.40.1.113/28 is up,2025-06-19 12:22:10.54395
2879,30,172.40.1.113,32,FIB,n/a,fil,vlan interface with ip 172.40.1.113/28 is up,2025-06-19 12:22:10.668993
2880,30,172.40.1.127,32,FIB,n/a,fil,vlan interface with ip 172.40.1.113/28 is up,2025-06-19 12:22:10.817945
2881,30,172.40.1.128,32,FIB,n/a,fil,vlan interface with ip 172.40.1.129/27 is up,2025-06-19 12:22:11.024128
2882,30,172.40.1.129,32,FIB,n/a,fil,vlan interface with ip 172.40.1.129/27 is up,2025-06-19 12:22:11.25978
2883,30,172.40.1.159,32,FIB,n/a,fil,vlan interface with ip 172.40.1.129/27 is up,2025-06-19 12:22:11.449509
2884,30,192.168.18.0,32,FIB,n/a,fil,vlan interface with ip 192.168.18.251/24 is up,2025-06-19 12:22:11.5917
2885,30,192.168.18.251,32,FIB,n/a,fil,vlan interface with ip 192.168.18.251/24 is up,2025-06-19 12:22:11.749357
2886,30,192.168.18.255,32,FIB,n/a,fil,vlan interface with ip 192.168.18.251/24 is up,2025-06-19 12:22:11.99111
2887,30,192.168.99.0,32,FIB,n/a,fil,vlan interface with ip 192.168.99.1/28 is up,2025-06-19 12:22:12.1392
2888,30,192.168.99.1,32,FIB,n/a,fil,vlan interface with ip 192.168.99.1/28 is up,2025-06-19 12:22:12.317077
