interface_id,firewall_id,vdom_id,interface_name,ip_address,mask,type,vlan_id,description,status,physical_interface_name,last_updated
336,49,54,evr-onecloud0,37.157.155.129,28,interface,2644,,,,2025-06-19 10:16:35.285797
337,49,54,evr-pandom0,37.157.154.41,29,interface,2681,,,,2025-06-19 10:16:35.285797
338,49,54,evr-roamsys0,37.157.154.97,28,interface,2684,,,,2025-06-19 10:16:35.285797
339,49,54,evr-seezam0,78.141.187.185,29,interface,2670,,,,2025-06-19 10:16:35.285797
340,49,54,evr-showrom0,37.157.154.81,28,interface,2661,,,,2025-06-19 10:16:35.285797
341,49,54,evr-tdo0,37.157.154.129,28,interface,2689,,,,2025-06-19 10:16:35.285797
342,49,54,evr-vincotte0,37.157.154.177,28,interface,2694,,,,2025-06-19 10:16:35.285797
343,49,60,evr-showrom1,37.157.154.94,28,interface,2661,,,,2025-06-19 10:16:35.285797
344,49,60,showroom-vrf,213.166.34.6,29,interface,2012,,,,2025-06-19 10:16:35.285797
345,49,60,showroom-wan1,213.166.34.38,29,interface,2742,,,,2025-06-19 10:16:35.285797
346,49,62,evr-tdo1,37.157.154.142,28,interface,2689,,,,2025-06-19 10:16:35.285797
347,49,62,tdo-vrf,213.166.34.6,29,interface,2019,,,,2025-06-19 10:16:35.285797
348,49,62,tdo-wan1,213.166.34.38,29,interface,2736,,,,2025-06-19 10:16:35.285797
349,49,55,healthnet-vrf,213.166.34.6,29,interface,2074,,,,2025-06-19 10:16:35.285797
350,49,55,healthnet-wan1,172.16.2.166,29,interface,2709,IPVPN 1271100019/1281105138 SAM 30835,,,2025-06-19 10:16:35.285797
351,49,61,sigi-vrf,213.166.34.6,29,interface,2007,,,,2025-06-19 10:16:35.285797
352,49,61,evr-sigi1,37.157.154.70,29,interface,2683,,,,2025-06-19 10:16:35.285797
353,49,54,evr-sigi0,37.157.154.65,29,interface,2683,,,,2025-06-19 10:16:35.285797
354,49,54,evr-bradesco0,37.157.154.169,29,interface,2625,,,,2025-06-19 10:16:35.285797
355,49,61,sigi-3rdparty,172.16.2.101,29,interface,2764,,,,2025-06-19 10:16:35.285797
356,49,61,sigi-hub,172.16.2.109,29,interface,2763,,,,2025-06-19 10:16:35.285797
357,49,50,arendt-wan1,213.166.34.38,29,interface,2765,,,,2025-06-19 10:16:35.285797
358,49,50,arendt-azure1,172.19.0.1,30,interface,2766,,,,2025-06-19 10:16:35.285797
359,49,50,arendt-azure2,172.19.0.5,30,interface,2767,,,,2025-06-19 10:16:35.285797
360,49,59,rgbackup-vrf,213.166.34.6,29,interface,2057,,,,2025-06-19 10:16:35.285797
361,49,54,evr-revantage0,37.157.156.233,29,interface,2620,,,,2025-06-19 10:16:35.285797
362,63,70,evr-intel0,146.0.212.17,29,interface,102,,,,2025-06-19 10:16:35.285797
363,63,72,evr-intel1,146.0.212.22,29,interface,102,,,,2025-06-19 10:16:35.285797
364,63,72,intel-wan1,213.166.34.54,29,interface,2762,IPVPN 1271100363/1281104479 SAM 30704,,,2025-06-19 10:16:35.285797
365,63,76,newline-wan1,213.166.34.38,29,interface,2764,IPVPN 1271100409,,,2025-06-19 10:16:35.285797
366,63,70,evr-newline0,146.0.212.33,29,interface,104,,,,2025-06-19 10:16:35.285797
367,63,76,evr-newline1,146.0.212.38,29,interface,104,,,,2025-06-19 10:16:35.285797
368,63,79,psa-hub,213.166.34.54,29,interface,2765,IPVPN 1271100110/1281104349 SAM 30695,,,2025-06-19 10:16:35.285797
369,63,79,psa-vsgsm,172.30.17.14,28,interface,3107,,,,2025-06-19 10:16:35.285797
370,63,70,evr-tns0,146.0.212.41,29,interface,105,,,,2025-06-19 10:16:35.285797
371,63,83,evr-tns1,146.0.212.46,29,interface,105,,,,2025-06-19 10:16:35.285797
372,63,70,evr-shared0,146.0.212.97,27,interface,110,,,,2025-06-19 10:16:35.285797
373,63,80,evr-shared1,146.0.212.126,27,interface,110,,,,2025-06-19 10:16:35.285797
374,63,80,shared-wan1,213.166.34.38,29,interface,2750,IPVPN 1271100420 / 1281105294 / SAM 30853,,,2025-06-19 10:16:35.285797
375,63,79,psa-dns,192.168.101.78,28,interface,3359,,,,2025-06-19 10:16:35.285797
376,63,79,psa-apn,172.16.1.30,28,interface,2766,IPVPN 1271100306/1281103860 SAM 30629,,,2025-06-19 10:16:35.285797
377,63,83,tns-wan1,213.166.34.38,29,interface,2767,IPVPN 1271100417 / 1281105266 / SAM 30855,,,2025-06-19 10:16:35.285797
378,63,70,evr-electris0,146.0.212.49,29,interface,106,,,,2025-06-19 10:16:35.285797
379,63,69,evr-electris1,146.0.212.54,29,interface,106,,,,2025-06-19 10:16:35.285797
380,63,69,electris-wan1,213.166.34.38,29,interface,2768,IPVPN 1281105373 - SAM 30857,,,2025-06-19 10:16:35.285797
381,63,70,evr-nuvolinq0,146.0.212.65,28,interface,107,,,,2025-06-19 10:16:35.285797
382,63,77,evr-nuvolinq1,146.0.212.78,28,interface,107,,,,2025-06-19 10:16:35.285797
383,63,77,nuvolinq-wan1,213.166.34.38,29,interface,2769,IPNetwork1271100442,,,2025-06-19 10:16:35.285797
384,63,70,evr-clever0,146.0.212.57,29,interface,108,,,,2025-06-19 10:16:35.285797
385,63,67,evr-clever1,146.0.212.62,29,interface,108,,,,2025-06-19 10:16:35.285797
386,63,67,clever-wan1,213.166.34.38,29,interface,2770,IPNetwork1271100447,,,2025-06-19 10:16:35.285797
387,63,70,evr-actoll0,146.0.212.81,29,interface,109,,,,2025-06-19 10:16:35.285797
388,63,64,evr-actoll1,146.0.212.86,29,interface,109,,,,2025-06-19 10:16:35.285797
389,63,70,evr-hymes0,146.0.212.129,29,interface,111,,,,2025-06-19 10:16:35.285797
390,63,71,evr-hymes1,146.0.212.134,29,interface,111,,,,2025-06-19 10:16:35.285797
391,63,64,actoll-wan1,213.166.34.38,29,interface,2771,,,,2025-06-19 10:16:35.285797
392,63,71,hymes-wan1,213.166.34.38,29,interface,2772,1271100450,,,2025-06-19 10:16:35.285797
393,63,81,shared3a-wan1,213.166.34.38,29,interface,2773,1281105940,,,2025-06-19 10:16:35.285797
394,63,81,evr-shared3a1,146.0.212.142,29,interface,112,,,,2025-06-19 10:16:35.285797
395,63,70,evr-shared3a0,146.0.212.137,29,interface,112,,,,2025-06-19 10:16:35.285797
396,63,70,evr-betterbell0,146.0.212.145,29,interface,113,,,,2025-06-19 10:16:35.285797
397,63,65,evr-betterbell1,146.0.212.150,29,interface,113,,,,2025-06-19 10:16:35.285797
398,63,73,jdemars-wan1,213.166.34.38,29,interface,2775,,,,2025-06-19 10:16:35.285797
399,63,70,evr-jdemars0,146.0.212.153,29,interface,114,,,,2025-06-19 10:16:35.285797
400,63,73,evr-jdemars1,146.0.212.158,29,interface,114,,,,2025-06-19 10:16:35.285797
401,63,85,evr-wsimlink1,146.0.212.166,29,interface,117,,,,2025-06-19 10:16:35.285797
402,63,70,evr-wsimlink0,146.0.212.161,29,interface,117,,,,2025-06-19 10:16:35.285797
403,63,85,wsim-link-wan1,213.166.34.38,29,interface,2776,1271100488 - VPLS 30913,,,2025-06-19 10:16:35.285797
404,63,66,bst-wan1,213.166.34.38,29,interface,2778,,,,2025-06-19 10:16:35.285797
405,63,70,evr-bst0,146.0.212.169,29,interface,118,,,,2025-06-19 10:16:35.285797
406,63,66,evr-bst1,146.0.212.174,29,interface,118,,,,2025-06-19 10:16:35.285797
407,63,70,evr-corpuls0,146.0.212.177,29,interface,119,,,,2025-06-19 10:16:35.285797
408,63,68,evr-corpuls1,146.0.212.182,29,interface,119,,,,2025-06-19 10:16:35.285797
409,63,78,pfreundt-wan1,213.166.34.38,29,interface,2777,,,,2025-06-19 10:16:35.285797
410,63,70,evr-pfreundt0,146.0.212.185,29,interface,120,,,,2025-06-19 10:16:35.285797
411,63,78,evr-pfreundt1,146.0.212.190,29,interface,120,,,,2025-06-19 10:16:35.285797
412,63,82,evr-sodex,146.0.212.94,29,interface,115,,,,2025-06-19 10:16:35.285797
413,63,70,evr-sodex0,146.0.212.89,29,interface,115,,,,2025-06-19 10:16:35.285797
414,63,86,wsim-vpn-wan1,213.166.34.38,29,interface,2782,,,,2025-06-19 10:16:35.285797
415,63,70,evr-wsim-vpn0,146.0.212.193,29,interface,121,,,,2025-06-19 10:16:35.285797
416,63,86,evr-wsim-vpn1,146.0.212.198,29,interface,121,,,,2025-06-19 10:16:35.285797
417,63,70,evr-lite0,146.0.212.201,29,interface,122,,,,2025-06-19 10:16:35.285797
418,63,74,evr-lite1,146.0.212.206,29,interface,122,,,,2025-06-19 10:16:35.285797
419,63,74,lite-wan1,213.166.34.38,29,interface,2783,,,,2025-06-19 10:16:35.285797
420,63,87,sono-wan1,213.166.34.38,29,interface,2784,IRITM0116792,,,2025-06-19 10:16:35.285797
421,63,87,evr-sono1,146.0.212.214,29,interface,454,,,,2025-06-19 10:16:35.285797
422,63,70,evr-sono0,146.0.212.209,29,interface,454,,,,2025-06-19 10:16:35.285797
423,63,72,intel-lo1,10.42.243.10,32,loopback,,None,,,2025-06-19 10:16:35.285797
424,88,90,corp-lb-fe,192.168.121.65,26,interface,3389,,,,2025-06-19 10:16:35.285797
425,88,91,corp-lb-be,192.168.123.65,26,interface,3393,,,,2025-06-19 10:16:35.285797
426,88,90,res-lb-fe,192.168.121.1,26,interface,3388,,,,2025-06-19 10:16:35.285797
427,88,89,res-lb-be,192.168.123.1,26,interface,3392,,,,2025-06-19 10:16:35.285797
428,88,89,ngm-backend,192.168.114.254,24,interface,3341,,,,2025-06-19 10:16:35.285797
429,88,89,ngm-frontend,192.168.113.252,24,interface,3340,,,,2025-06-19 10:16:35.285797
430,88,89,hostpack,192.168.20.250,24,interface,3300,,,,2025-06-19 10:16:35.285797
431,88,90,external,78.141.176.230,29,interface,1701,"124313330038,124313330039",,,2025-06-19 10:16:35.285797
432,88,90,cipt-ldap,172.16.4.98,28,interface,2738,Cust_EPTIN.DT.LDAP-1283100988,,,2025-06-19 10:16:35.285797
433,88,88,dns-wan1,185.9.247.1,28,interface,2741,ELAN 1273100316 - 1283105335 - SAM 30741,,,2025-06-19 10:16:35.285797
434,88,88,dns-dtint,172.30.1.198,29,interface,3123,,,,2025-06-19 10:16:35.285797
435,88,90,ntp-fe,192.168.121.129,26,interface,3394,f5 dmz,,,2025-06-19 10:16:35.285797
436,88,90,ngm-lb-fe,192.168.112.241,28,interface,3118,,,,2025-06-19 10:16:35.285797
437,88,90,eltrona-mail,192.168.112.225,28,interface,2787,ipvpn-40586 - 1271100408,,,2025-06-19 10:16:35.285797
438,88,90,P2P_Hosting_Mob,172.30.2.241,29,interface,3190,P2P_Mobile_Hosting,,,2025-06-19 10:16:35.285797
439,93,93,dt-internal,172.30.17.62,27,interface,3116,P2P to dtinternal,,,2025-06-19 10:16:35.285797
440,93,96,evr-cloud1-ext1,192.168.86.134,30,interface,2700,,,,2025-06-19 10:16:35.285797
441,93,96,evr-cloud1-ext2,192.168.86.138,30,interface,2701,,,,2025-06-19 10:16:35.285797
442,93,93,dmz900,172.20.22.100,24,interface,900,,,,2025-06-19 10:16:35.285797
443,93,93,aps-wan1,185.9.246.4,29,interface,2702,APS IPVPN,,,2025-06-19 10:16:35.285797
444,93,95,evr-lab1-ext1,192.168.87.85,30,interface,2700,,,,2025-06-19 10:16:35.285797
445,93,95,evr-lab1-ext2,192.168.87.89,30,interface,2701,,,,2025-06-19 10:16:35.285797
446,93,94,hwei-atic-ext1,185.9.247.34,30,interface,2703,,,,2025-06-19 10:16:35.285797
447,93,94,hwei-atic-ext2,185.9.247.38,30,interface,2704,,,,2025-06-19 10:16:35.285797
448,93,93,management_oob,172.16.254.57,29,interface,2780,,,,2025-06-19 10:16:35.285797
449,99,101,alarmis-net,132.147.160.91,24,interface,3305,,,,2025-06-19 10:16:35.285797
450,99,101,alarmis-server,192.168.198.3,24,interface,3307,,,,2025-06-19 10:16:35.285797
451,99,101,alarmis-presta,172.40.1.52,28,interface,918,,,,2025-06-19 10:16:35.285797
452,99,101,alarmis-receiv,192.168.199.3,24,interface,3306,,,,2025-06-19 10:16:35.285797
453,99,101,alarmis-ipvpn,172.40.1.21,30,interface,914,,,,2025-06-19 10:16:35.285797
454,99,101,alarmis-vr,10.100.20.3,24,interface,3333,,,,2025-06-19 10:16:35.285797
455,99,101,alarmis-hosts,192.168.200.3,24,interface,3308,,,,2025-06-19 10:16:35.285797
456,99,101,p2p-dtinternal,172.30.1.125,29,interface,3101,,,,2025-06-19 10:16:35.285797
457,99,102,evr-alarmis0,195.46.228.198,27,interface,100,,,,2025-06-19 10:16:35.285797
458,99,101,evr-alarmis1,195.46.228.197,27,interface,100,,,,2025-06-19 10:16:35.285797
459,99,102,evr-cloud1-ext1,78.141.183.42,30,interface,2700,,,,2025-06-19 10:16:35.285797
460,99,102,evr-cloud1-ext2,78.141.184.178,30,interface,2701,,,,2025-06-19 10:16:35.285797
461,99,101,alarmis-snmc,10.1.1.33,29,interface,890,VPLS 30568 1273100317/1283105384,,,2025-06-19 10:16:35.285797
462,99,101,alarmis-show,172.30.2.233,29,interface,3310,IP Network 127100439/1281105525,,,2025-06-19 10:16:35.285797
463,99,101,alarmis-vrbkp,10.100.21.3,24,interface,3334,,,,2025-06-19 10:16:35.285797
464,99,101,Eltrona,172.31.0.94,29,interface,931,CTASK0012109,,,2025-06-19 10:16:35.285797
465,99,101,Securitas,172.31.0.6,29,interface,920,CTASK0012109 IMB,,,2025-06-19 10:16:35.285797
466,99,101,BEI,172.31.0.14,29,interface,921,CTASK0012109 IMB,,,2025-06-19 10:16:35.285797
467,99,101,Seris-Security,172.31.0.38,29,interface,924,CTASK0012109 IMB,,,2025-06-19 10:16:35.285797
468,99,101,Brinks,172.31.0.22,29,interface,922,,,,2025-06-19 10:16:35.285797
469,99,101,Police,172.31.0.30,29,interface,923,,,,2025-06-19 10:16:35.285797
470,99,101,Commission-euro,172.31.0.54,29,interface,926,,,,2025-06-19 10:16:35.285797
471,99,101,Post-Lux,172.31.0.86,29,interface,930,,,,2025-06-19 10:16:35.285797
472,99,101,Dussmann,172.31.0.62,29,interface,927,,,,2025-06-19 10:16:35.285797
473,99,101,G4S,172.31.0.70,29,interface,928,,,,2025-06-19 10:16:35.285797
474,99,101,CGDIS,172.31.0.78,29,interface,929,,,,2025-06-19 10:16:35.285797
475,99,101,BCEE,172.31.0.46,29,interface,925,,,,2025-06-19 10:16:35.285797
476,103,105,evr-dp0,194.154.210.89,29,interface,100,,,,2025-06-19 10:16:35.285797
477,103,104,evr-dp1,194.154.210.94,29,interface,100,,,,2025-06-19 10:16:35.285797
478,103,104,cipt,172.16.5.57,29,interface,845,,,,2025-06-19 10:16:35.285797
479,103,104,magui-ilpost,172.30.1.1,29,interface,849,,,,2025-06-19 10:16:35.285797
480,103,104,keba-kepol,10.150.144.65,26,interface,979,,,,2025-06-19 10:16:35.285797
481,103,104,cda-test,10.180.6.1,24,interface,3512,,,,2025-06-19 10:16:35.285797
482,103,104,cda-prod,10.180.5.1,24,interface,3513,,,,2025-06-19 10:16:35.285797
483,103,104,aboware-prod,10.180.41.1,24,interface,3515,,,,2025-06-19 10:16:35.285797
484,103,104,aboware-test,10.180.42.1,24,interface,3516,,,,2025-06-19 10:16:35.285797
485,103,104,P10-P11,10.140.16.1,24,interface,3502,,,,2025-06-19 10:16:35.285797
486,103,104,routesmart-test,10.180.9.1,24,interface,3517,,,,2025-06-19 10:16:35.285797
487,103,104,keba-mgt,10.150.144.1,29,interface,3509,,,,2025-06-19 10:16:35.285797
488,103,104,keba-staging,10.150.144.17,29,interface,3510,,,,2025-06-19 10:16:35.285797
489,103,104,keba-live,10.150.144.25,29,interface,3511,,,,2025-06-19 10:16:35.285797
490,103,104,routesmart-prod,10.180.7.1,24,interface,3514,,,,2025-06-19 10:16:35.285797
491,103,104,apn-scanner,172.30.1.9,29,interface,850,1271100219/1281105145,,,2025-06-19 10:16:35.285797
492,103,104,ctb-vdl,10.180.3.1,24,interface,3501,,,,2025-06-19 10:16:35.285797
493,103,104,ctb-siemens,10.180.1.1,24,interface,3504,,,,2025-06-19 10:16:35.285797
494,103,104,ctb-ilpost,10.180.4.1,24,interface,3505,,,,2025-06-19 10:16:35.285797
495,103,104,remoteaccess,172.16.5.30,28,interface,815,,,,2025-06-19 10:16:35.285797
496,103,104,ctb-boewe,10.180.2.1,24,interface,3502,,,,2025-06-19 10:16:35.285797
497,103,104,ctb-boewe-srv,10.180.10.1,24,interface,3503,BOEWE  (Bettembourg site ),,,2025-06-19 10:16:35.285797
498,106,113,lag2.3244,10.11.55.70,29,interface,3244,,,,2025-06-19 10:16:35.285797
499,106,109,lag2.3245,10.11.62.1,27,interface,3245,,,,2025-06-19 10:16:35.285797
500,106,110,lag2.3247,10.11.62.97,27,interface,3247,,,,2025-06-19 10:16:35.285797
501,106,110,lag2.3246,10.11.62.65,28,interface,3246,,,,2025-06-19 10:16:35.285797
502,106,110,lag2.3248,10.11.62.129,28,interface,3248,,,,2025-06-19 10:16:35.285797
503,106,110,lag2.3249,10.11.62.161,28,interface,3249,,,,2025-06-19 10:16:35.285797
504,106,110,lag2.3250,10.11.62.193,28,interface,3250,,,,2025-06-19 10:16:35.285797
505,106,112,looback-vpn,78.141.180.192,32,loopback,,None,,,2025-06-19 10:16:35.285797
506,116,120,ebrc-mgt,10.11.1.30,29,interface,2700,,,,2025-06-19 10:16:35.285797
507,116,118,ivl-int-mgt0,10.11.55.41,29,interface,106,,,,2025-06-19 10:16:35.285797
508,116,120,ivl-int-mgt1,10.11.55.46,29,interface,106,,,,2025-06-19 10:16:35.285797
509,116,118,ivl-int-preprd0,10.11.55.9,29,interface,102,,,,2025-06-19 10:16:35.285797
510,116,121,ivl-int-preprd1,10.11.55.14,29,interface,102,,,,2025-06-19 10:16:35.285797
511,116,118,ebrc-prod,10.11.1.22,29,interface,2701,,,,2025-06-19 10:16:35.285797
512,116,120,lag2.3211,10.11.4.1,24,interface,3211,Net-1522-MNGT-EBRC,,,2025-06-19 10:16:35.285797
513,116,120,lag2.3212,10.11.5.1,24,interface,3212,Net-1522-PTECH-MNGT,,,2025-06-19 10:16:35.285797
514,116,120,lag2.3213,10.11.6.1,24,interface,3213,Net-1522-Vmware-ovm,,,2025-06-19 10:16:35.285797
515,116,121,lag2.3230,10.11.12.1,24,interface,3230,Net-1522-Pre-Prod-Common,,,2025-06-19 10:16:35.285797
516,116,121,lag2.3231,10.11.13.1,27,interface,3231,Net-1522-Pre-Prod-Stat,,,2025-06-19 10:16:35.285797
517,116,121,lag2.3232,10.11.14.1,27,interface,3232,Net-1522-Pre-Prod-UIP,,,2025-06-19 10:16:35.285797
518,116,121,lag2.3233,10.11.14.33,27,interface,3233,Net-1522-Pre-Prod-SSO,,,2025-06-19 10:16:35.285797
519,116,121,lag2.3234,10.11.14.65,27,interface,3234,Net-1522-Pre-Prod-CRM,,,2025-06-19 10:16:35.285797
520,116,116,ivl-root-mgt0,10.11.55.57,29,interface,108,,,,2025-06-19 10:16:35.285797
521,116,120,ivl-root-mgt1,10.11.55.62,29,interface,108,,,,2025-06-19 10:16:35.285797
522,116,118,ivl-int-prod0,10.11.55.1,29,interface,101,,,,2025-06-19 10:16:35.285797
523,116,122,ivl-int-prod1,10.11.55.6,29,interface,101,,,,2025-06-19 10:16:35.285797
524,116,118,ivl-int-uat10,10.11.55.17,29,interface,103,,,,2025-06-19 10:16:35.285797
525,116,125,ivl-int-uat11,10.11.55.22,29,interface,103,,,,2025-06-19 10:16:35.285797
526,116,118,ivl-int-temp0,10.11.55.25,29,interface,104,,,,2025-06-19 10:16:35.285797
527,116,124,ivl-int-temp1,10.11.55.30,29,interface,104,,,,2025-06-19 10:16:35.285797
528,116,118,ivl-int-jiway0,10.11.55.33,29,interface,105,,,,2025-06-19 10:16:35.285797
529,116,119,ivl-int-jiway1,10.11.55.38,29,interface,105,,,,2025-06-19 10:16:35.285797
530,116,122,lag2.3214,10.11.8.1,24,interface,3214,Net-1522-Prod-Common,,,2025-06-19 10:16:35.285797
531,116,122,lag2.3215,10.11.9.1,27,interface,3215,Net-1522-Prod-Stat,,,2025-06-19 10:16:35.285797
532,116,122,lag2.3216,10.11.9.65,27,interface,3216,Net-1522-Prod-ZMC,,,2025-06-19 10:16:35.285797
533,116,122,lag2.3217,10.11.10.1,27,interface,3217,Net-1522-Prod-UIP,,,2025-06-19 10:16:35.285797
534,116,122,lag2.3218,10.11.10.33,27,interface,3218,Net-1522-Prod-SSO,,,2025-06-19 10:16:35.285797
535,116,122,lag2.3219,10.11.10.65,27,interface,3219,Net-1522-Prod-CRM,,,2025-06-19 10:16:35.285797
536,116,125,lag2.3235,10.11.16.1,24,interface,3235,Net-1522-UAT1-Common,,,2025-06-19 10:16:35.285797
537,116,125,lag2.3236,10.11.18.1,26,interface,3236,Net-1522-UAT1-Portal,,,2025-06-19 10:16:35.285797
538,116,124,lag2.3251,10.11.20.1,24,interface,3251,Net-1522-Mig1-Common,,,2025-06-19 10:16:35.285797
539,116,124,lag2.3252,10.11.22.1,26,interface,3252,Net-1522-Mig1-Portal,,,2025-06-19 10:16:35.285797
540,116,124,lag2.3253,10.11.24.1,24,interface,3253,Net-1522-Mig2-Common,,,2025-06-19 10:16:35.285797
541,116,124,lag2.3254,10.11.26.1,26,interface,3254,Net-1522-Mig2-Portal,,,2025-06-19 10:16:35.285797
542,116,124,lag2.3255,10.11.28.1,24,interface,3255,Net-1522-Security-Common,,,2025-06-19 10:16:35.285797
543,116,124,lag2.3256,10.11.30.1,26,interface,3256,Net-1522-Security-Portal,,,2025-06-19 10:16:35.285797
544,116,119,lag2.3241,10.11.32.1,24,interface,3241,Net-1522-Prod-Jiway,,,2025-06-19 10:16:35.285797
545,116,119,lag2.3242,10.11.33.1,24,interface,3242,Net-1522-Pre-Prod-Jiway,,,2025-06-19 10:16:35.285797
546,116,119,lag2.3243,10.11.34.1,24,interface,3243,Net-1522-UAT-Jiway,,,2025-06-19 10:16:35.285797
547,116,120,lag2.3257,10.11.7.33,28,interface,3257,Back-Mgt,,,2025-06-19 10:16:35.285797
548,116,118,lag2.3244,10.11.55.65,29,interface,3244,,,,2025-06-19 10:16:35.285797
549,116,123,ivl-int-mno1,10.11.55.54,29,interface,100,,,,2025-06-19 10:16:35.285797
550,116,123,lag1.2702,10.74.0.2,24,interface,2702,,,,2025-06-19 10:16:35.285797
551,116,118,ivl-int-mno0,10.11.55.49,29,interface,100,,,,2025-06-19 10:16:35.285797
552,116,123,lag2.3124,10.11.54.9,29,interface,3124,P2P_MOEBIUS_PTECH-MNO_TO_TACIN,,,2025-06-19 10:16:35.285797
553,116,123,lag2.3125,10.11.54.17,29,interface,3125,P2P_MOEBIUS_PTECH-MNO_TO_MOBILE,,,2025-06-19 10:16:35.285797
554,116,118,lag2.3126,10.11.54.25,29,interface,3126,P2P_MOEBIUS_PTECH-MNO_TO_TDINT,,,2025-06-19 10:16:35.285797
555,116,125,lag2.3258,10.11.18.145,28,interface,3258,Net-1522-UAT1-ZMC,,,2025-06-19 10:16:35.285797
556,116,123,lag2.3142,10.11.54.33,29,interface,3142,,,,2025-06-19 10:16:35.285797
557,149,127,init-dmz,172.16.20.1,24,interface,251,,,,2025-06-19 10:16:35.285797
558,149,127,dmz-archiving,10.85.8.1,24,interface,208,,,,2025-06-19 10:16:35.285797
559,149,127,dmz-dlp,10.85.5.1,24,interface,205,,,,2025-06-19 10:16:35.285797
560,149,127,dmz-its4u,10.85.13.1,24,interface,213,,,,2025-06-19 10:16:35.285797
561,149,127,dmz-niche-guard,10.85.7.1,24,interface,207,,,,2025-06-19 10:16:35.285797
562,149,127,dmz-numen,10.85.14.1,24,interface,214,,,,2025-06-19 10:16:35.285797
563,149,127,dmz-oracle,10.85.12.1,24,interface,212,,,,2025-06-19 10:16:35.285797
564,149,127,dmz-sophos-mgt,10.85.133.1,24,interface,210,,,,2025-06-19 10:16:35.285797
565,149,127,dmz-storm,10.85.6.1,24,interface,206,,,,2025-06-19 10:16:35.285797
566,149,127,dmz-uat,10.85.105.1,24,interface,225,"Assyst 754568 ",,,2025-06-19 10:16:35.285797
567,149,127,dmz-F5,10.85.109.1,24,interface,229,Assyst 754568,,,2025-06-19 10:16:35.285797
568,149,127,dmz-externe-f5,10.85.107.1,24,interface,227,DMZ Externe F5,,,2025-06-19 10:16:35.285797
569,149,127,dmz-interne,10.85.102.1,24,interface,202,,,,2025-06-19 10:16:35.285797
570,149,127,Internal-FW-P2P,10.85.255.9,29,interface,200,,,,2025-06-19 10:16:35.285797
571,149,127,DMZ-Third-Bizto,10.85.103.1,29,interface,256,Assyst 816380 KKO 20190226,,,2025-06-19 10:16:35.285797
572,149,127,DMZ-Third-Plat4,10.85.103.9,29,interface,257,Assyst 816767 KKO 20190226,,,2025-06-19 10:16:35.285797
573,149,127,DMZ-Third-RMC,10.85.103.17,29,interface,258,FKA 31/07/2019 834818,,,2025-06-19 10:16:35.285797
574,149,127,SWIFT-VPN-PUB1,172.20.20.1,28,interface,912,,,,2025-06-19 10:16:35.285797
575,149,127,SWIFT-VPN-PUB2,172.20.30.1,28,interface,913,,,,2025-06-19 10:16:35.285797
576,149,127,SWIFT-VPN-PRIV,192.168.20.1,28,interface,911,,,,2025-06-19 10:16:35.285797
577,152,132,murex-esm0,10.85.254.1,30,interface,101,,,,2025-06-19 10:16:35.285797
578,152,130,murex-esm1,10.85.254.2,30,interface,101,,,,2025-06-19 10:16:35.285797
579,152,132,esm-murex-FRA1,172.21.137.2,30,interface,2411,,,,2025-06-19 10:16:35.285797
580,152,132,esm-murex-FRA2,172.21.137.6,30,interface,2412,,,,2025-06-19 10:16:35.285797
581,152,132,esm-murex-LON1,172.21.134.2,30,interface,2413,,,,2025-06-19 10:16:35.285797
582,152,132,esm-murex-LON2,172.21.134.6,30,interface,2414,,,,2025-06-19 10:16:35.285797
583,152,130,CHECKPOINT,10.85.255.9,29,interface,200,Forti to CHECKPOINT,,,2025-06-19 10:16:35.285797
584,152,130,ESM-INT,10.85.102.1,24,interface,202,esm interne,,,2025-06-19 10:16:35.285797
585,152,130,FORTI-INIT-FE,172.16.20.1,24,interface,251,INIT frontend,,,2025-06-19 10:16:35.285797
586,152,130,FORTI-INIT-BE,172.16.10.1,24,interface,250,INIT Backend,,,2025-06-19 10:16:35.285797
587,152,130,SOPHOS-DLP,10.85.5.1,24,interface,205,dmz sophos DLP,,,2025-06-19 10:16:35.285797
588,152,130,SOPHOS-NGUARD,10.85.7.1,24,interface,207,dmz sophos NICHE GUARD,,,2025-06-19 10:16:35.285797
589,152,130,SOPHOS-ITS4U,10.85.13.1,24,interface,213,dmz sophos ITS4u,,,2025-06-19 10:16:35.285797
590,152,130,SOPHOS-ORACLE,10.85.12.1,24,interface,211,dmz sophos Oracle,,,2025-06-19 10:16:35.285797
591,152,130,SOPHOS-SIX,10.85.14.1,24,interface,214,dmz sophos SIX,,,2025-06-19 10:16:35.285797
592,152,130,ESM-EXT-UAT,10.85.105.1,24,interface,225,dmz externe UAT,,,2025-06-19 10:16:35.285797
593,152,130,F5-EXT-UAT,10.85.109.1,24,interface,229,UAT Externe F5,,,2025-06-19 10:16:35.285797
594,152,130,F5-EXT-PROD,10.85.107.1,24,interface,227,PROD Externe F5,,,2025-06-19 10:16:35.285797
595,152,130,ESM-VOICE,10.85.18.1,24,interface,218," VOICE GATEWAY",,,2025-06-19 10:16:35.285797
596,152,130,SOPHOS-3RD-WWW,10.85.9.1,24,interface,209,SOPHOS 3RD INTERNET,,,2025-06-19 10:16:35.285797
597,152,133,swift-esm0,10.85.254.9,30,interface,102,,,,2025-06-19 10:16:35.285797
598,152,130,swift-esm1,10.85.254.10,30,interface,102,,,,2025-06-19 10:16:35.285797
